fold,train_set,test_set,feature_set,accuracy,f1_weighted,precision_weighted,recall_weighted,kappa,Model,Test_Lang,Features,col
0,mono_tagalog,tagalog_test,trad,39.6226,0.598,0.396,0.337,0.0609,TGL,TGL,TRAD,TGL | TRAD
1,bi_bikol_tagalog,cebuano_test,trad,52.8571,0.618,0.529,0.211,0.2879,TGL+BCL,CEB,TRAD,CEB | TRAD
1,bi_bikol_tagalog,tagalog_test,trad_clgsngo,47.1698,0.502,0.472,0.274,0.1978,TGL+BCL,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO
1,bi_bikol_tagalog,bikol_test,trad_clgsngo,63.3333,0.0,0.633,0.252,0.382,TGL+BCL,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO
1,bi_bikol_tagalog,cebuano_test,trad_clgsngo,58.5714,0.564,0.586,0.294,0.3024,TGL+BCL,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO
1,bi_bikol_tagalog,tagalog_test,mbert,64.1509,0.653,0.642,0.191,0.4557,TGL+BCL,TGL,mBERT Embdng,TGL | mBERT Embdng
1,bi_bikol_tagalog,bikol_test,mbert,53.3333,0.517,0.533,0.291,0.2308,TGL+BCL,BCL,mBERT Embdng,BCL | mBERT Embdng
1,bi_bikol_tagalog,cebuano_test,mbert,57.1429,0.646,0.571,0.177,0.3609,TGL+BCL,CEB,mBERT Embdng,CEB | mBERT Embdng
1,bi_bikol_tagalog,tagalog_test,all,66.0377,0.681,0.66,0.181,0.4854,TGL+BCL,TGL,ALL (mBERT),TGL | ALL (mBERT)
1,bi_bikol_tagalog,bikol_test,all,53.3333,0.535,0.533,0.311,0.2308,TGL+BCL,BCL,ALL (mBERT),BCL | ALL (mBERT)
1,bi_bikol_tagalog,cebuano_test,all,58.5714,0.646,0.586,0.185,0.3765,TGL+BCL,CEB,ALL (mBERT),CEB | ALL (mBERT)
1,bi_bikol_tagalog,tagalog_test,xlmr,62.2642,0.623,0.623,0.189,0.4319,TGL+BCL,TGL,XLM-R Embdng,TGL | XLM-R Embdng
1,bi_bikol_tagalog,bikol_test,xlmr,50.0,0.543,0.5,0.26,0.2063,TGL+BCL,BCL,XLM-R Embdng,BCL | XLM-R Embdng
1,bi_bikol_tagalog,cebuano_test,xlmr,55.7143,0.501,0.557,0.26,0.2791,TGL+BCL,CEB,XLM-R Embdng,CEB | XLM-R Embdng
1,bi_bikol_tagalog,tagalog_test,all_xlmr,64.1509,0.675,0.642,0.182,0.4592,TGL+BCL,TGL,ALL (XLM-R),TGL | ALL (XLM-R)
1,bi_bikol_tagalog,bikol_test,all_xlmr,53.3333,0.555,0.533,0.254,0.2473,TGL+BCL,BCL,ALL (XLM-R),BCL | ALL (XLM-R)
1,bi_bikol_tagalog,cebuano_test,all_xlmr,54.2857,0.486,0.543,0.275,0.2548,TGL+BCL,CEB,ALL (XLM-R),CEB | ALL (XLM-R)
1,bi_cebuano_bikol,tagalog_test,trad,49.0566,0.508,0.491,0.26,0.2282,BCL+CEB,TGL,TRAD,TGL | TRAD
1,bi_cebuano_bikol,bikol_test,trad,53.3333,0.577,0.533,0.227,0.2821,BCL+CEB,BCL,TRAD,BCL | TRAD
1,bi_cebuano_bikol,cebuano_test,trad,65.7143,0.646,0.657,0.2,0.451,BCL+CEB,CEB,TRAD,CEB | TRAD
1,bi_cebuano_bikol,tagalog_test,trad_clgsngo,41.5094,0.264,0.415,0.284,0.127,BCL+CEB,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO
1,bi_cebuano_bikol,bikol_test,trad_clgsngo,66.6667,0.0,0.667,0.242,0.4286,BCL+CEB,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO
1,bi_cebuano_bikol,cebuano_test,trad_clgsngo,65.7143,0.747,0.657,0.25,0.4223,BCL+CEB,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO
1,bi_cebuano_bikol,tagalog_test,mbert,45.283,0.462,0.453,0.278,0.1745,BCL+CEB,TGL,mBERT Embdng,TGL | mBERT Embdng
1,bi_cebuano_bikol,bikol_test,mbert,63.3333,0.628,0.633,0.236,0.4022,BCL+CEB,BCL,mBERT Embdng,BCL | mBERT Embdng
1,bi_cebuano_bikol,cebuano_test,mbert,70.0,0.715,0.7,0.138,0.536,BCL+CEB,CEB,mBERT Embdng,CEB | mBERT Embdng
1,bi_cebuano_bikol,tagalog_test,all,45.283,0.465,0.453,0.281,0.1728,BCL+CEB,TGL,ALL (mBERT),TGL | ALL (mBERT)
1,bi_cebuano_bikol,bikol_test,all,66.6667,0.647,0.667,0.195,0.4595,BCL+CEB,BCL,ALL (mBERT),BCL | ALL (mBERT)
1,bi_cebuano_bikol,cebuano_test,all,74.2857,0.765,0.743,0.113,0.6045,BCL+CEB,CEB,ALL (mBERT),CEB | ALL (mBERT)
1,bi_cebuano_bikol,tagalog_test,xlmr,45.283,0.465,0.453,0.281,0.1728,BCL+CEB,TGL,XLM-R Embdng,TGL | XLM-R Embdng
1,bi_cebuano_bikol,bikol_test,xlmr,73.3333,0.732,0.733,0.171,0.5604,BCL+CEB,BCL,XLM-R Embdng,BCL | XLM-R Embdng
1,bi_cebuano_bikol,cebuano_test,xlmr,62.8571,0.603,0.629,0.194,0.4174,BCL+CEB,CEB,XLM-R Embdng,CEB | XLM-R Embdng
1,bi_cebuano_bikol,tagalog_test,all_xlmr,49.0566,0.564,0.491,0.26,0.2298,BCL+CEB,TGL,ALL (XLM-R),TGL | ALL (XLM-R)
1,bi_cebuano_bikol,bikol_test,all_xlmr,63.3333,0.649,0.633,0.191,0.4241,BCL+CEB,BCL,ALL (XLM-R),BCL | ALL (XLM-R)
1,bi_cebuano_bikol,cebuano_test,all_xlmr,70.0,0.715,0.7,0.143,0.5363,BCL+CEB,CEB,ALL (XLM-R),CEB | ALL (XLM-R)
1,bi_tagalog_cebuano,tagalog_test,trad,47.1698,0.0,0.472,0.277,0.1978,CEB+TGL,TGL,TRAD,TGL | TRAD
1,bi_tagalog_cebuano,bikol_test,trad,43.3333,0.0,0.433,0.358,0.0811,CEB+TGL,BCL,TRAD,BCL | TRAD
1,bi_tagalog_cebuano,cebuano_test,trad,54.2857,0.0,0.543,0.247,0.2807,CEB+TGL,CEB,TRAD,CEB | TRAD
1,bi_tagalog_cebuano,tagalog_test,trad_clgsngo,47.1698,0.0,0.472,0.274,0.1996,CEB+TGL,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO
1,bi_tagalog_cebuano,bikol_test,trad_clgsngo,43.3333,0.0,0.433,0.358,0.0811,CEB+TGL,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO
1,bi_tagalog_cebuano,cebuano_test,trad_clgsngo,57.1429,0.0,0.571,0.238,0.3217,CEB+TGL,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO
1,bi_tagalog_cebuano,tagalog_test,mbert,50.9434,0.676,0.509,0.231,0.2755,CEB+TGL,TGL,mBERT Embdng,TGL | mBERT Embdng
1,bi_tagalog_cebuano,bikol_test,mbert,53.3333,0.622,0.533,0.217,0.2821,CEB+TGL,BCL,mBERT Embdng,BCL | mBERT Embdng
1,bi_tagalog_cebuano,cebuano_test,mbert,70.0,0.696,0.7,0.169,0.5183,CEB+TGL,CEB,mBERT Embdng,CEB | mBERT Embdng
1,bi_tagalog_cebuano,tagalog_test,all,49.0566,0.671,0.491,0.238,0.2492,CEB+TGL,TGL,ALL (mBERT),TGL | ALL (mBERT)
1,bi_tagalog_cebuano,bikol_test,all,56.6667,0.698,0.567,0.188,0.3367,CEB+TGL,BCL,ALL (mBERT),BCL | ALL (mBERT)
1,bi_tagalog_cebuano,cebuano_test,all,71.4286,0.728,0.714,0.154,0.5466,CEB+TGL,CEB,ALL (mBERT),CEB | ALL (mBERT)
1,bi_tagalog_cebuano,tagalog_test,xlmr,41.5094,0.459,0.415,0.265,0.1469,CEB+TGL,TGL,XLM-R Embdng,TGL | XLM-R Embdng
1,bi_tagalog_cebuano,bikol_test,xlmr,50.0,0.684,0.5,0.252,0.2308,CEB+TGL,BCL,XLM-R Embdng,BCL | XLM-R Embdng
1,bi_tagalog_cebuano,cebuano_test,xlmr,61.4286,0.559,0.614,0.231,0.3775,CEB+TGL,CEB,XLM-R Embdng,CEB | XLM-R Embdng
1,bi_tagalog_cebuano,tagalog_test,all_xlmr,43.3962,0.471,0.434,0.257,0.1727,CEB+TGL,TGL,ALL (XLM-R),TGL | ALL (XLM-R)
1,bi_tagalog_cebuano,bikol_test,all_xlmr,50.0,0.684,0.5,0.252,0.2308,CEB+TGL,BCL,ALL (XLM-R),BCL | ALL (XLM-R)
1,bi_tagalog_cebuano,cebuano_test,all_xlmr,62.8571,0.61,0.629,0.216,0.4041,CEB+TGL,CEB,ALL (XLM-R),CEB | ALL (XLM-R)
1,all_languages,tagalog_test,trad,47.1698,0.0,0.472,0.274,0.1996,ALL,TGL,TRAD,TGL | TRAD
1,all_languages,bikol_test,trad,56.6667,0.492,0.567,0.278,0.2857,ALL,BCL,TRAD,BCL | TRAD
1,all_languages,cebuano_test,trad,61.4286,0.0,0.614,0.216,0.386,ALL,CEB,TRAD,CEB | TRAD
1,all_languages,tagalog_test,trad_clgsngo,47.1698,0.0,0.472,0.277,0.1978,ALL,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO
1,all_languages,bikol_test,trad_clgsngo,66.6667,0.0,0.667,0.232,0.435,ALL,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO
1,all_languages,cebuano_test,trad_clgsngo,61.4286,0.607,0.614,0.208,0.388,ALL,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO
1,all_languages,tagalog_test,mbert,52.8302,0.551,0.528,0.226,0.2989,ALL,TGL,mBERT Embdng,TGL | mBERT Embdng
1,all_languages,bikol_test,mbert,56.6667,0.608,0.567,0.347,0.2442,ALL,BCL,mBERT Embdng,BCL | mBERT Embdng
1,all_languages,cebuano_test,mbert,72.8571,0.72,0.729,0.157,0.5628,ALL,CEB,mBERT Embdng,CEB | mBERT Embdng
1,all_languages,tagalog_test,all,45.283,0.52,0.453,0.266,0.185,ALL,TGL,ALL (mBERT),TGL | ALL (mBERT)
1,all_languages,bikol_test,all,53.3333,0.587,0.533,0.308,0.2308,ALL,BCL,ALL (mBERT),BCL | ALL (mBERT)
1,all_languages,cebuano_test,all,71.4286,0.714,0.714,0.143,0.5472,ALL,CEB,ALL (mBERT),CEB | ALL (mBERT)
1,all_languages,tagalog_test,xlmr,49.0566,0.507,0.491,0.26,0.2331,ALL,TGL,XLM-R Embdng,TGL | XLM-R Embdng
1,all_languages,bikol_test,xlmr,56.6667,0.617,0.567,0.257,0.2973,ALL,BCL,XLM-R Embdng,BCL | XLM-R Embdng
1,all_languages,cebuano_test,xlmr,64.2857,0.627,0.643,0.202,0.4221,ALL,CEB,XLM-R Embdng,CEB | XLM-R Embdng
1,all_languages,tagalog_test,all_xlmr,52.8302,0.537,0.528,0.245,0.2869,ALL,TGL,ALL (XLM-R),TGL | ALL (XLM-R)
1,all_languages,bikol_test,all_xlmr,63.3333,0.663,0.633,0.243,0.3889,ALL,BCL,ALL (XLM-R),BCL | ALL (XLM-R)
1,all_languages,cebuano_test,all_xlmr,64.2857,0.627,0.643,0.202,0.4221,ALL,CEB,ALL (XLM-R),CEB | ALL (XLM-R)
2,mono_tagalog,tagalog_test,trad,50.9434,0.793,0.509,0.274,0.2395,TGL,TGL,TRAD,TGL | TRAD
2,mono_tagalog,bikol_test,trad,36.6667,0.0,0.367,0.367,0.0,TGL,BCL,TRAD,BCL | TRAD
2,mono_tagalog,cebuano_test,trad,41.4286,0.593,0.414,0.204,0.1847,TGL,CEB,TRAD,CEB | TRAD
2,mono_tagalog,tagalog_test,trad_clgsngo,54.717,0.671,0.547,0.258,0.2949,TGL,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO
2,mono_tagalog,bikol_test,trad_clgsngo,36.6667,0.0,0.367,0.367,0.0,TGL,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO
2,mono_tagalog,cebuano_test,trad_clgsngo,35.7143,0.626,0.357,0.218,0.1181,TGL,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO
2,mono_tagalog,tagalog_test,mbert,64.1509,0.663,0.642,0.184,0.4551,TGL,TGL,mBERT Embdng,TGL | mBERT Embdng
2,mono_tagalog,bikol_test,mbert,63.3333,0.696,0.633,0.252,0.382,TGL,BCL,mBERT Embdng,BCL | mBERT Embdng
2,mono_tagalog,cebuano_test,mbert,45.7143,0.472,0.457,0.247,0.1898,TGL,CEB,mBERT Embdng,CEB | mBERT Embdng
2,mono_tagalog,tagalog_test,all,64.1509,0.662,0.642,0.184,0.4554,TGL,TGL,ALL (mBERT),TGL | ALL (mBERT)
2,mono_tagalog,bikol_test,all,60.0,0.661,0.6,0.281,0.322,TGL,BCL,ALL (mBERT),BCL | ALL (mBERT)
2,mono_tagalog,cebuano_test,all,42.8571,0.428,0.429,0.275,0.1456,TGL,CEB,ALL (mBERT),CEB | ALL (mBERT)
2,mono_tagalog,tagalog_test,xlmr,56.6038,0.649,0.566,0.213,0.3516,TGL,TGL,XLM-R Embdng,TGL | XLM-R Embdng
2,mono_tagalog,bikol_test,xlmr,30.0,0.132,0.3,0.41,-0.0995,TGL,BCL,XLM-R Embdng,BCL | XLM-R Embdng
2,mono_tagalog,cebuano_test,xlmr,48.5714,0.453,0.486,0.207,0.2453,TGL,CEB,XLM-R Embdng,CEB | XLM-R Embdng
2,mono_tagalog,tagalog_test,all_xlmr,58.4906,0.612,0.585,0.208,0.3771,TGL,TGL,ALL (XLM-R),TGL | ALL (XLM-R)
2,mono_tagalog,bikol_test,all_xlmr,30.0,0.132,0.3,0.41,-0.0995,TGL,BCL,ALL (XLM-R),BCL | ALL (XLM-R)
2,mono_tagalog,cebuano_test,all_xlmr,48.5714,0.558,0.486,0.231,0.2298,TGL,CEB,ALL (XLM-R),CEB | ALL (XLM-R)
2,mono_bikol,tagalog_test,trad,41.5094,0.0,0.415,0.274,0.1316,BCL,TGL,TRAD,TGL | TRAD
2,mono_bikol,bikol_test,trad,60.0,0.0,0.6,0.251,0.3333,BCL,BCL,TRAD,BCL | TRAD
2,mono_bikol,cebuano_test,trad,68.5714,0.0,0.686,0.199,0.4877,BCL,CEB,TRAD,CEB | TRAD
2,mono_bikol,tagalog_test,trad_clgsngo,39.6226,0.0,0.396,0.285,0.1012,BCL,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO
2,mono_bikol,bikol_test,trad_clgsngo,56.6667,0.0,0.567,0.271,0.2818,BCL,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO
2,mono_bikol,cebuano_test,trad_clgsngo,67.1429,0.0,0.671,0.203,0.4672,BCL,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO
2,mono_bikol,tagalog_test,mbert,30.1887,0.0,0.302,0.251,0.0467,BCL,TGL,mBERT Embdng,TGL | mBERT Embdng
2,mono_bikol,bikol_test,mbert,63.3333,0.671,0.633,0.243,0.3989,BCL,BCL,mBERT Embdng,BCL | mBERT Embdng
2,mono_bikol,cebuano_test,mbert,65.7143,0.657,0.657,0.233,0.429,BCL,CEB,mBERT Embdng,CEB | mBERT Embdng
2,mono_bikol,tagalog_test,all,33.9623,0.0,0.34,0.237,0.0938,BCL,TGL,ALL (mBERT),TGL | ALL (mBERT)
2,mono_bikol,bikol_test,all,66.6667,0.757,0.667,0.202,0.4595,BCL,BCL,ALL (mBERT),BCL | ALL (mBERT)
2,mono_bikol,cebuano_test,all,62.8571,0.63,0.629,0.259,0.3786,BCL,CEB,ALL (mBERT),CEB | ALL (mBERT)
2,mono_bikol,tagalog_test,xlmr,26.4151,0.0,0.264,0.264,0.0,BCL,TGL,XLM-R Embdng,TGL | XLM-R Embdng
2,mono_bikol,bikol_test,xlmr,80.0,0.824,0.8,0.155,0.661,BCL,BCL,XLM-R Embdng,BCL | XLM-R Embdng
2,mono_bikol,cebuano_test,xlmr,62.8571,0.536,0.629,0.245,0.3889,BCL,CEB,XLM-R Embdng,CEB | XLM-R Embdng
2,mono_bikol,tagalog_test,all_xlmr,30.1887,0.0,0.302,0.251,0.0467,BCL,TGL,ALL (XLM-R),TGL | ALL (XLM-R)
2,mono_bikol,bikol_test,all_xlmr,80.0,0.824,0.8,0.155,0.661,BCL,BCL,ALL (XLM-R),BCL | ALL (XLM-R)
2,mono_bikol,cebuano_test,all_xlmr,65.7143,0.617,0.657,0.25,0.4247,BCL,CEB,ALL (XLM-R),CEB | ALL (XLM-R)
2,mono_cebuano,tagalog_test,trad,60.3774,0.578,0.604,0.215,0.3861,CEB,TGL,TRAD,TGL | TRAD
2,mono_cebuano,bikol_test,trad,43.3333,0.0,0.433,0.164,0.2478,CEB,BCL,TRAD,BCL | TRAD
2,mono_cebuano,cebuano_test,trad,74.2857,0.781,0.743,0.122,0.6015,CEB,CEB,TRAD,CEB | TRAD
2,mono_cebuano,tagalog_test,trad_clgsngo,60.3774,0.586,0.604,0.217,0.3854,CEB,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO
2,mono_cebuano,bikol_test,trad_clgsngo,43.3333,0.0,0.433,0.164,0.2478,CEB,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO
2,mono_cebuano,cebuano_test,trad_clgsngo,74.2857,0.762,0.743,0.119,0.6006,CEB,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO
2,mono_cebuano,tagalog_test,mbert,45.283,0.428,0.453,0.291,0.1555,CEB,TGL,mBERT Embdng,TGL | mBERT Embdng
2,mono_cebuano,bikol_test,mbert,56.6667,0.662,0.567,0.17,0.3689,CEB,BCL,mBERT Embdng,BCL | mBERT Embdng
2,mono_cebuano,cebuano_test,mbert,64.2857,0.626,0.643,0.2,0.4324,CEB,CEB,mBERT Embdng,CEB | mBERT Embdng
2,mono_cebuano,tagalog_test,all,47.1698,0.449,0.472,0.285,0.1819,CEB,TGL,ALL (mBERT),TGL | ALL (mBERT)
2,mono_cebuano,bikol_test,all,56.6667,0.656,0.567,0.17,0.372,CEB,BCL,ALL (mBERT),BCL | ALL (mBERT)
2,mono_cebuano,cebuano_test,all,68.5714,0.659,0.686,0.175,0.5019,CEB,CEB,ALL (mBERT),CEB | ALL (mBERT)
2,mono_cebuano,tagalog_test,xlmr,47.1698,0.467,0.472,0.291,0.1828,CEB,TGL,XLM-R Embdng,TGL | XLM-R Embdng
2,mono_cebuano,bikol_test,xlmr,56.6667,0.611,0.567,0.233,0.3229,CEB,BCL,XLM-R Embdng,BCL | XLM-R Embdng
2,mono_cebuano,cebuano_test,xlmr,77.1429,0.77,0.771,0.152,0.6274,CEB,CEB,XLM-R Embdng,CEB | XLM-R Embdng
2,mono_cebuano,tagalog_test,all_xlmr,47.1698,0.467,0.472,0.291,0.1828,CEB,TGL,ALL (XLM-R),TGL | ALL (XLM-R)
2,mono_cebuano,bikol_test,all_xlmr,60.0,0.641,0.6,0.201,0.3878,CEB,BCL,ALL (XLM-R),BCL | ALL (XLM-R)
2,mono_cebuano,cebuano_test,all_xlmr,74.2857,0.745,0.743,0.164,0.5818,CEB,CEB,ALL (XLM-R),CEB | ALL (XLM-R)
2,bi_bikol_tagalog,tagalog_test,trad,43.3962,0.0,0.434,0.256,0.1684,TGL+BCL,TGL,TRAD,TGL | TRAD
2,bi_bikol_tagalog,bikol_test,trad,63.3333,0.0,0.633,0.271,0.3642,TGL+BCL,BCL,TRAD,BCL | TRAD
2,bi_bikol_tagalog,cebuano_test,trad,64.2857,0.0,0.643,0.253,0.4052,TGL+BCL,CEB,TRAD,CEB | TRAD
2,bi_bikol_tagalog,tagalog_test,trad_clgsngo,45.283,0.0,0.453,0.249,0.194,TGL+BCL,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO
2,bi_bikol_tagalog,bikol_test,trad_clgsngo,63.3333,0.546,0.633,0.259,0.3714,TGL+BCL,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO
2,bi_bikol_tagalog,cebuano_test,trad_clgsngo,55.7143,0.415,0.557,0.332,0.2444,TGL+BCL,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO
2,bi_bikol_tagalog,tagalog_test,mbert,54.717,0.572,0.547,0.248,0.3038,TGL+BCL,TGL,mBERT Embdng,TGL | mBERT Embdng
2,bi_bikol_tagalog,bikol_test,mbert,60.0,0.697,0.6,0.16,0.4,TGL+BCL,BCL,mBERT Embdng,BCL | mBERT Embdng
2,bi_bikol_tagalog,cebuano_test,mbert,58.5714,0.591,0.586,0.23,0.3492,TGL+BCL,CEB,mBERT Embdng,CEB | mBERT Embdng
2,bi_bikol_tagalog,tagalog_test,all,54.717,0.608,0.547,0.249,0.3068,TGL+BCL,TGL,ALL (mBERT),TGL | ALL (mBERT)
2,bi_bikol_tagalog,bikol_test,all,60.0,0.697,0.6,0.16,0.4,TGL+BCL,BCL,ALL (mBERT),BCL | ALL (mBERT)
2,bi_bikol_tagalog,cebuano_test,all,57.1429,0.562,0.571,0.257,0.311,TGL+BCL,CEB,ALL (mBERT),CEB | ALL (mBERT)
2,bi_bikol_tagalog,tagalog_test,xlmr,60.3774,0.668,0.604,0.171,0.42,TGL+BCL,TGL,XLM-R Embdng,TGL | XLM-R Embdng
2,bi_bikol_tagalog,bikol_test,xlmr,76.6667,0.767,0.767,0.139,0.6216,TGL+BCL,BCL,XLM-R Embdng,BCL | XLM-R Embdng
2,bi_bikol_tagalog,cebuano_test,xlmr,55.7143,0.522,0.557,0.241,0.3144,TGL+BCL,CEB,XLM-R Embdng,CEB | XLM-R Embdng
2,bi_bikol_tagalog,tagalog_test,all_xlmr,56.6038,0.731,0.566,0.184,0.3694,TGL+BCL,TGL,ALL (XLM-R),TGL | ALL (XLM-R)
2,bi_bikol_tagalog,bikol_test,all_xlmr,66.6667,0.704,0.667,0.159,0.4792,TGL+BCL,BCL,ALL (XLM-R),BCL | ALL (XLM-R)
2,bi_bikol_tagalog,cebuano_test,all_xlmr,51.4286,0.502,0.514,0.257,0.2497,TGL+BCL,CEB,ALL (XLM-R),CEB | ALL (XLM-R)
2,bi_cebuano_bikol,tagalog_test,trad,41.5094,0.254,0.415,0.275,0.1334,BCL+CEB,TGL,TRAD,TGL | TRAD
2,bi_cebuano_bikol,bikol_test,trad,60.0,0.0,0.6,0.281,0.3182,BCL+CEB,BCL,TRAD,BCL | TRAD
2,bi_cebuano_bikol,cebuano_test,trad,68.5714,0.772,0.686,0.223,0.4788,BCL+CEB,CEB,TRAD,CEB | TRAD
2,bi_cebuano_bikol,tagalog_test,trad_clgsngo,39.6226,0.238,0.396,0.286,0.1031,BCL+CEB,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO
2,bi_cebuano_bikol,bikol_test,trad_clgsngo,60.0,0.0,0.6,0.301,0.3064,BCL+CEB,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO
2,bi_cebuano_bikol,cebuano_test,trad_clgsngo,70.0,0.784,0.7,0.194,0.5105,BCL+CEB,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO
2,bi_cebuano_bikol,tagalog_test,mbert,43.3962,0.632,0.434,0.282,0.1502,BCL+CEB,TGL,mBERT Embdng,TGL | mBERT Embdng
2,bi_cebuano_bikol,bikol_test,mbert,73.3333,0.763,0.733,0.194,0.5531,BCL+CEB,BCL,mBERT Embdng,BCL | mBERT Embdng
2,bi_cebuano_bikol,cebuano_test,mbert,70.0,0.672,0.7,0.185,0.518,BCL+CEB,CEB,mBERT Embdng,CEB | mBERT Embdng
2,bi_cebuano_bikol,tagalog_test,all,43.3962,0.632,0.434,0.282,0.1502,BCL+CEB,TGL,ALL (mBERT),TGL | ALL (mBERT)
2,bi_cebuano_bikol,bikol_test,all,80.0,0.824,0.8,0.155,0.661,BCL+CEB,BCL,ALL (mBERT),BCL | ALL (mBERT)
2,bi_cebuano_bikol,cebuano_test,all,72.8571,0.701,0.729,0.166,0.5644,BCL+CEB,CEB,ALL (mBERT),CEB | ALL (mBERT)
2,bi_cebuano_bikol,tagalog_test,xlmr,52.8302,0.574,0.528,0.231,0.2865,BCL+CEB,TGL,XLM-R Embdng,TGL | XLM-R Embdng
2,bi_cebuano_bikol,bikol_test,xlmr,76.6667,0.811,0.767,0.182,0.6089,BCL+CEB,BCL,XLM-R Embdng,BCL | XLM-R Embdng
2,bi_cebuano_bikol,cebuano_test,xlmr,74.2857,0.734,0.743,0.155,0.5917,BCL+CEB,CEB,XLM-R Embdng,CEB | XLM-R Embdng
2,bi_cebuano_bikol,tagalog_test,all_xlmr,49.0566,0.545,0.491,0.245,0.2343,BCL+CEB,TGL,ALL (XLM-R),TGL | ALL (XLM-R)
2,bi_cebuano_bikol,bikol_test,all_xlmr,76.6667,0.811,0.767,0.182,0.6089,BCL+CEB,BCL,ALL (XLM-R),BCL | ALL (XLM-R)
2,bi_cebuano_bikol,cebuano_test,all_xlmr,72.8571,0.72,0.729,0.16,0.5686,BCL+CEB,CEB,ALL (XLM-R),CEB | ALL (XLM-R)
2,bi_tagalog_cebuano,tagalog_test,trad,45.283,0.0,0.453,0.245,0.1961,CEB+TGL,TGL,TRAD,TGL | TRAD
2,bi_tagalog_cebuano,bikol_test,trad,60.0,0.0,0.6,0.281,0.3182,CEB+TGL,BCL,TRAD,BCL | TRAD
2,bi_tagalog_cebuano,cebuano_test,trad,65.7143,0.0,0.657,0.249,0.429,CEB+TGL,CEB,TRAD,CEB | TRAD
2,bi_tagalog_cebuano,tagalog_test,trad_clgsngo,45.283,0.0,0.453,0.245,0.1961,CEB+TGL,TGL,TRAD+CrossNGO,TGL | TRAD+CrossNGO
2,bi_tagalog_cebuano,bikol_test,trad_clgsngo,56.6667,0.0,0.567,0.3,0.2655,CEB+TGL,BCL,TRAD+CrossNGO,BCL | TRAD+CrossNGO
2,bi_tagalog_cebuano,cebuano_test,trad_clgsngo,65.7143,0.0,0.657,0.232,0.4351,CEB+TGL,CEB,TRAD+CrossNGO,CEB | TRAD+CrossNGO
2,bi_tagalog_cebuano,tagalog_test,mbert,35.8491,0.679,0.358,0.242,0.1084,CEB+TGL,TGL,mBERT Embdng,TGL | mBERT Embdng
2,bi_tagalog_cebuano,bikol_test,mbert,60.0,0.666,0.6,0.33,0.3023,CEB+TGL,BCL,mBERT Embdng,BCL | mBERT Embdng
2,bi_tagalog_cebuano,cebuano_test,mbert,67.1429,0.648,0.671,0.223,0.4548,CEB+TGL,CEB,mBERT Embdng,CEB | mBERT Embdng
2,bi_tagalog_cebuano,tagalog_test,all,43.3962,0.714,0.434,0.215,0.2046,CEB+TGL,TGL,ALL (mBERT),TGL | ALL (mBERT)
2,bi_tagalog_cebuano,bikol_test,all,66.6667,0.736,0.667,0.282,0.4253,CEB+TGL,BCL,ALL (mBERT),BCL | ALL (mBERT)
2,bi_tagalog_cebuano,cebuano_test,all,71.4286,0.713,0.714,0.192,0.531,CEB+TGL,CEB,ALL (mBERT),CEB | ALL (mBERT)
2,bi_tagalog_cebuano,tagalog_test,xlmr,45.283,0.668,0.453,0.227,0.2198,CEB+TGL,TGL,XLM-R Embdng,TGL | XLM-R Embdng
2,bi_tagalog_cebuano,bikol_test,xlmr,53.3333,0.533,0.533,0.265,0.2473,CEB+TGL,BCL,XLM-R Embdng,BCL | XLM-R Embdng
2,bi_tagalog_cebuano,cebuano_test,xlmr,72.8571,0.746,0.729,0.194,0.5529,CEB+TGL,CEB,XLM-R Embdng,CEB | XLM-R Embdng
2,bi_tagalog_cebuano,tagalog_test,all_xlmr,45.283,0.668,0.453,0.227,0.2198,CEB+TGL,TGL,ALL (XLM-R),TGL | ALL (XLM-R)
